time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-06-27T17:21:26.840Z,38.14,-118.0112,6.6,0.8,ml,12,157.76,0.037,0.07,nn,nn00754566,2020-06-27T17:26:25.209Z,"29 km SSE of Mina, Nevada",earthquake,,2.5,,,automatic,nn,nn
2020-06-27T17:17:36.542Z,65.2127,-152.4442,16.8,0.9,ml,,,,0.63,ak,ak02088bf7n1,2020-07-07T22:26:50.467Z,"17 km WNW of Tanana, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-27T17:15:22.180Z,36.4565,-117.9386667,10.16,1.44,ml,25,64,0.1153,0.18,ci,ci37449205,2020-06-29T03:16:45.010Z,"19km SE of Lone Pine, CA",earthquake,0.24,0.48,0.196,18,reviewed,ci,ci
2020-06-27T17:15:10.090Z,35.9571667,-117.663,4.12,0.59,ml,14,114,0.0138,0.14,ci,ci39270207,2020-06-29T03:08:28.044Z,"22km E of Little Lake, CA",earthquake,0.26,0.41,0.085,4,reviewed,ci,ci
2020-06-27T17:11:40.620Z,36.4775,-117.922,8.22,1.75,ml,14,158,0.1204,0.18,ci,ci39270191,2020-06-29T13:48:57.210Z,"18km SE of Lone Pine, CA",earthquake,0.43,1.15,0.212,18,reviewed,ci,ci
2020-06-27T16:59:22.380Z,33.7305,-117.4861667,10.97,1.82,ml,76,32,0.03069,0.22,ci,ci39270151,2020-07-02T15:23:13.032Z,"12km NE of Trabuco Canyon, CA",earthquake,0.16,0.27,0.148,74,reviewed,ci,ci
2020-06-27T16:50:47.420Z,61.5455,-149.7398,38.2,1,ml,,,,0.45,ak,ak02088b0vhb,2020-07-07T22:26:49.289Z,"8 km WNW of Knik-Fairview, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-06-27T16:46:13.860Z,36.4521667,-117.9413333,8.4,1.39,ml,24,74,0.1126,0.21,ci,ci39270135,2020-06-29T15:15:09.326Z,"19km SE of Lone Pine, CA",earthquake,0.32,0.77,0.202,15,reviewed,ci,ci
2020-06-27T16:45:55.840Z,38.2177,-117.7035,0.7,1.2,ml,12,143.31,0.03,0.14,nn,nn00754558,2020-06-27T17:04:45.962Z,"40 km ESE of Mina, Nevada",earthquake,,11.3,,,automatic,nn,nn
2020-06-27T16:43:19.030Z,33.008,-115.5786667,5.53,1.16,ml,20,107,0.0303,0.18,ci,ci39270127,2020-07-02T14:50:17.377Z,"5km SE of Westmorland, CA",earthquake,0.34,0.49,0.161,9,reviewed,ci,ci
2020-06-27T16:41:07.360Z,38.1788,-117.8988,7.3,0.9,ml,11,116.21,0.021,0.03,nn,nn00754557,2020-06-27T16:47:24.521Z,"29 km SE of Mina, Nevada",earthquake,,7.2,,,automatic,nn,nn
2020-06-27T16:28:54.610Z,33.4991667,-116.7865,6.61,0.65,ml,33,42,0.01753,0.15,ci,ci39270103,2020-07-02T14:28:41.489Z,"10km NE of Aguanga, CA",earthquake,0.16,0.43,0.097,16,reviewed,ci,ci
2020-06-27T16:21:48.096Z,38.1412,-117.9756,8.3,2.6,ml,19,47.08,0.013,0.1361,nn,nn00754551,2020-06-28T02:20:25.097Z,"30 km SSE of Mina, Nevada",earthquake,,0.7,0.34,4,reviewed,nn,nn
2020-06-27T16:20:23.560Z,33.3535,-116.3603333,12.43,1.6,ml,55,52,0.04337,0.23,ci,ci39270079,2020-06-29T13:49:00.950Z,"11km N of Borrego Springs, CA",earthquake,0.25,0.62,0.17,26,reviewed,ci,ci
2020-06-27T16:13:48.290Z,38.8156667,-122.8123333,2.98,0.25,md,24,46,0.007916,0.02,nc,nc73417816,2020-07-01T22:59:10.764Z,"6km NW of The Geysers, CA",earthquake,0.22,0.52,,1,reviewed,nc,nc
2020-06-27T16:12:54.190Z,33.5165,-116.5176667,8.87,0.53,ml,15,80,0.04238,0.19,ci,ci39270071,2020-06-29T13:47:35.487Z,"15km ESE of Anza, CA",earthquake,0.42,0.71,0.073,6,reviewed,ci,ci
2020-06-27T16:03:47.100Z,33.517,-116.5275,11.15,0.28,ml,17,54,0.0405,0.13,ci,ci39270055,2020-06-28T00:45:02.571Z,"14km ESE of Anza, CA",earthquake,0.26,0.44,0.073,2,reviewed,ci,ci
2020-06-27T16:03:37.323Z,66.2317,-157.1379,7.7,1.3,ml,,,,0.56,ak,ak02088aqs7y,2020-07-07T22:26:48.193Z,"68 km NNW of Huslia, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-27T16:00:36.750Z,35.7428333,-117.577,3.26,1.09,ml,17,83,0.07464,0.16,ci,ci39270039,2020-07-02T14:09:41.272Z,"16km W of Searles Valley, CA",earthquake,0.24,0.44,0.114,4,reviewed,ci,ci
2020-06-27T16:00:28.600Z,36.4816667,-117.9795,8.56,1.93,ml,20,92,0.09124,0.21,ci,ci37449741,2020-07-02T14:16:42.364Z,"14km SE of Lone Pine, CA",earthquake,0.32,0.7,0.183,19,reviewed,ci,ci
2020-06-27T15:58:12.300Z,35.79733333,-96.64583333,7.44,1.12,ml,27,75,0.1286747496,0.19,ok,ok2020mole,2020-06-29T20:26:46.532Z,"5 km NNE of Stroud, Oklahoma",earthquake,,0.5,0.15,11,reviewed,ok,ok
2020-06-27T15:58:06.310Z,36.4441667,-117.9923333,3.42,1.61,ml,28,74,0.07095,0.18,ci,ci39270047,2020-06-29T03:53:07.351Z,"17km SSE of Lone Pine, CA",earthquake,0.25,0.7,0.139,22,reviewed,ci,ci
2020-06-27T15:56:14.730Z,36.1158333,-117.9106667,6.64,0.95,ml,3,257,0.1091,0.04,ci,ci39270031,2020-06-29T21:27:49.571Z,"9km NNE of Coso Junction, CA",earthquake,0.55,31.61,0.121,1,reviewed,ci,ci
2020-06-27T15:54:33.330Z,38.1432,-117.9892,8.5,0.7,ml,9,104.26,0.007,0.08,nn,nn00754542,2020-06-27T15:59:04.579Z,"29 km SSE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-06-27T15:53:04.544Z,58.9134,-154.2762,124.3,1.8,ml,,,,0.28,ak,ak02088afzs1,2020-07-07T22:26:47.013Z,"65 km SSE of Kokhanok, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-06-27T15:50:33.330Z,37.6515,-118.8001667,3.82,1.98,md,28,63,0.02945,0.05,nc,nc73417801,2020-06-27T19:57:06.687Z,"15km NW of Toms Place, CA",earthquake,0.26,0.36,0.274,28,reviewed,nc,nc
2020-06-27T15:43:34.175Z,62.4903,-149.2946,8.7,0.9,ml,,,,0.55,ak,ak02088adwwf,2020-07-07T22:26:45.836Z,"41 km E of Chase, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-27T15:42:25.080Z,38.184,-117.8825,8.9,1.8,ml,21,81.83,0.031,0.07,nn,nn00754536,2020-06-27T15:51:48.164Z,"30 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-27T15:41:40.110Z,36.4641667,-117.9858333,6.17,1.04,ml,7,166,0.07982,0.15,ci,ci39270023,2020-06-29T03:55:21.655Z,"16km SSE of Lone Pine, CA",earthquake,0.74,1.28,0.062,3,reviewed,ci,ci
2020-06-27T15:40:44.960Z,38.1738,-118.1205,1.9,0.9,ml,10,159.61,0.062,0.07,nn,nn00754535,2020-06-27T15:44:24.417Z,"24 km S of Mina, Nevada",earthquake,,9.9,,,automatic,nn,nn
2020-06-27T15:36:39.670Z,38.7891655,-122.768837,1.09,0.4,md,9,97,0.01348,0.02,nc,nc73417796,2020-06-27T17:51:04.890Z,"2km NW of The Geysers, CA",earthquake,0.3,0.72,0.16,2,automatic,nc,nc
2020-06-27T15:33:15.470Z,33.1628333,-115.9996667,7,1.92,ml,62,37,0.1175,0.17,ci,ci39270007,2020-07-01T21:10:08.030Z,"12km E of Ocotillo Wells, CA",earthquake,0.14,0.61,0.141,55,reviewed,ci,ci
2020-06-27T15:31:29.750Z,35.7823333,-117.5625,4.09,0.83,ml,3,331,0.04383,0.01,ci,ci39270015,2020-06-29T21:26:00.716Z,"14km W of Searles Valley, CA",earthquake,1.23,0.66,0.123,2,reviewed,ci,ci
2020-06-27T15:29:55.527Z,66.2361,-157.1704,2.3,1.1,ml,,,,0.66,ak,ak02088aayli,2020-07-07T22:26:44.736Z,"69 km NNW of Huslia, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-06-27T15:25:18.199Z,36.52783333,-98.98466667,6.94,0.95,ml,22,136,0.04859046489,0.1,ok,ok2020mokb,2020-06-29T18:43:48.172Z,"9 km NE of Quinlan, Oklahoma",earthquake,,0.3,0.21,5,reviewed,ok,ok
2020-06-27T15:24:57.912Z,61.5883,-150.7842,9.1,0.9,ml,,,,0.46,ak,ak02088a9w3p,2020-07-07T22:26:43.607Z,"15 km WNW of Susitna, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2020-06-27T15:20:50.560Z,38.1197,-117.9658,16.4,0.3,ml,9,207.57,0.089,0.04,nn,nn00754532,2020-06-27T15:42:43.883Z,"32 km SSE of Mina, Nevada",earthquake,,6.8,,,automatic,nn,nn
2020-06-27T15:18:31.050Z,36.4495,-117.9658333,7.48,1.62,ml,29,69,0.09268,0.22,ci,ci39269991,2020-06-29T04:02:30.524Z,"18km SSE of Lone Pine, CA",earthquake,0.26,0.77,0.147,22,reviewed,ci,ci
2020-06-27T15:11:28.160Z,38.822834,-122.7754974,2.07,0.56,md,8,120,0.008785,0.02,nc,nc73417781,2020-06-27T16:54:04.537Z,"4km W of Cobb, CA",earthquake,0.47,1.2,,1,automatic,nc,nc
2020-06-27T15:04:29.695Z,38.0493,-118.765,6.9,1.1,ml,17,100.08,0.288,0.1667,nn,nn00754529,2020-06-28T02:20:21.787Z,"32 km ENE of Lee Vining, California",earthquake,,3.3,0.3,9,reviewed,nn,nn
2020-06-27T15:04:06.490Z,63.0845,-150.7419,113.5,1.5,ml,,,,0.28,ak,ak02088a5hts,2020-07-07T22:26:42.403Z,"65 km N of Petersville, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-06-27T14:57:43.502Z,-63.5225,172.4448,10,4.4,mb,,171,14.454,0.81,us,us7000ah9q,2020-07-06T17:09:52.040Z,"Balleny Islands region",earthquake,7.2,2,0.143,14,reviewed,us,us
2020-06-27T14:56:08.240Z,58.4131667,-154.5211667,4.39,-0.34,ml,4,258,0.08164,0.3,av,av70905079,2020-06-29T20:13:15.110Z,"94 km N of Karluk, Alaska",earthquake,3.05,3.87,0.109,4,reviewed,av,av
2020-06-27T14:51:27.842Z,52.3723,171.2365,33.11,3.4,ml,,182,1.784,0.86,us,us7000ah9r,2020-07-06T16:55:42.040Z,"142 km WSW of Attu Station, Alaska",earthquake,11,12.8,0.148,6,reviewed,us,us
2020-06-27T14:50:16.260Z,38.191,-117.7428,15.7,1,ml,12,128.19,0.019,0.14,nn,nn00754527,2020-06-27T15:06:46.047Z,"38 km SE of Mina, Nevada",earthquake,,2.2,,,automatic,nn,nn
2020-06-27T14:44:00.220Z,38.1482,-118.049,0.4,1.2,ml,11,143.06,0.014,0.17,nn,nn00754524,2020-06-27T14:51:25.786Z,"27 km S of Mina, Nevada",earthquake,,15.4,,,automatic,nn,nn
2020-06-27T14:43:38.180Z,19.2234992980957,-155.389495849609,31.8999996185303,1.87,md,43,151,,0.140000001,hv,hv72018177,2020-06-27T14:46:54.450Z,"9 km ENE of P?hala, Hawaii",earthquake,0.59,0.819999993,0.930000007,8,automatic,hv,hv
2020-06-27T14:43:09.540Z,35.9835,-89.8916667,10.7,1.82,md,16,68,0.05575,0.08,nm,nm60108523,2020-06-27T15:03:29.700Z,"6 km NNE of Blytheville, Arkansas",earthquake,0.35,0.63,0.173,15,reviewed,nm,nm
2020-06-27T14:39:40.570Z,38.2027,-117.7758,7.5,0.7,ml,10,130.93,0.056,0.06,nn,nn00754523,2020-06-27T14:45:23.855Z,"35 km SE of Mina, Nevada",earthquake,,7.3,,,automatic,nn,nn
2020-06-27T14:38:55.704Z,68.1595,-159.2772,13,1.9,ml,,,,0.45,ak,ak020889rghx,2020-07-07T22:26:41.218Z,"134 km NNW of Ambler, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-06-27T14:37:51.034Z,62.1985,-148.5122,28.3,1.5,ml,,,,0.42,ak,ak020889r87l,2020-07-07T22:26:40.011Z,"44 km N of Chickaloon, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-06-27T14:36:37.810Z,35.8631667,-119.9941667,8.68,1.76,md,33,224,0.172,0.16,nc,nc73417776,2020-07-02T02:01:03.773Z,"16km S of Kettleman City, CA",earthquake,0.53,0.95,0.12,12,reviewed,nc,nc
2020-06-27T14:36:21.100Z,38.1572,-118.0247,5.1,1.6,ml,13,133.39,0.047,0.17,nn,nn00754519,2020-06-27T14:41:27.019Z,"26 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-27T14:35:14.010Z,58.1645,-155.3741667,1.75,-0.55,ml,7,110,0.05175,0.09,av,av70905074,2020-06-29T20:11:13.630Z,"85 km NW of Karluk, Alaska",earthquake,0.36,0.89,0.212,8,reviewed,av,av
2020-06-27T14:31:30.260Z,58.3036667,-154.9731667,0.67,-0.56,ml,4,329,0.04811,0.09,av,av70905069,2020-06-29T20:08:11.710Z,"87 km NNW of Karluk, Alaska",earthquake,1.67,2.38,0.449,4,reviewed,av,av
2020-06-27T14:27:12.280Z,38.8180008,-122.8241653,1.71,0.76,md,13,87,0.009906,0.02,nc,nc73417771,2020-06-27T15:57:03.617Z,"7km NW of The Geysers, CA",earthquake,0.27,0.62,0.14,2,automatic,nc,nc
2020-06-27T14:26:35.460Z,36.4435,-117.9651667,7.79,0.63,ml,17,142,0.0928,0.21,ci,ci39269943,2020-06-29T04:09:41.785Z,"18km N of Olancha, CA",earthquake,0.38,1.1,0.063,3,reviewed,ci,ci
2020-06-27T14:23:51.835Z,62.2099,-155.9412,12.7,1.1,ml,,,,0.53,ak,ak020889o8b3,2020-07-07T22:26:38.908Z,"58 km NE of Stony River, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-06-27T14:19:33.300Z,38.1705,-117.9095,6.4,0.9,ml,14,102.65,0.024,0.07,nn,nn00754517,2020-06-27T14:37:32.479Z,"30 km SE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-06-27T14:14:12.030Z,17.9476,-66.9841,5,2.35,md,9,217,0.064,0.13,pr,pr2020179011,2020-06-27T15:43:57.623Z,"7 km ESE of La Parguera, Puerto Rico",earthquake,0.54,0.4,0.35,9,reviewed,pr,pr
2020-06-27T14:12:07.075Z,-32.7915,-68.6217,10,3.4,ml,,236,1.243,0.4,us,us7000ad2b,2020-06-28T21:32:17.419Z,"22 km ENE of Mendoza, Argentina",earthquake,7.2,2,0.051,50,reviewed,us,us
2020-06-27T14:07:15.100Z,36.1443333,-117.989,1.87,1.18,ml,16,81,0.1118,0.18,ci,ci39269927,2020-06-29T13:49:05.690Z,"12km NNW of Coso Junction, CA",earthquake,0.42,0.86,0.257,16,reviewed,ci,ci
2020-06-27T14:05:31.440Z,36.4531667,-117.9711667,7.33,1.96,ml,28,72,0.08888,0.16,ci,ci39269919,2020-07-01T20:31:28.260Z,"17km SSE of Lone Pine, CA",earthquake,0.24,0.61,0.129,26,reviewed,ci,ci
2020-06-27T14:05:11.400Z,36.4493333,-117.9491667,9.48,1.54,ml,17,72,0.106,0.16,ci,ci37449573,2020-07-01T20:42:58.753Z,"19km SE of Lone Pine, CA",earthquake,0.26,0.63,0.29,4,reviewed,ci,ci
2020-06-27T14:04:56.861Z,59.7869,-136.7761,13.7,1.2,ml,,,,0.79,ak,ak020889k63e,2020-07-07T22:26:37.802Z,"48 km NW of Mosquito Lake, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2020-06-27T14:04:05.580Z,38.163,-117.997,2,0.8,ml,13,113.07,0.032,0.06,nn,nn00754510,2020-06-27T14:08:04.667Z,"27 km SSE of Mina, Nevada",earthquake,,9.4,,,automatic,nn,nn
2020-06-27T14:04:05.030Z,17.9453,-66.801,8,3.01,md,23,201,0.0837,0.13,pr,pr2020179010,2020-06-27T14:38:00.876Z,"5 km SSE of Indios, Puerto Rico",earthquake,0.45,0.51,0.18,19,reviewed,pr,pr
2020-06-27T14:00:13.800Z,35.9261667,-117.7248333,9.24,0.53,ml,10,61,0.0642,0.09,ci,ci39269911,2020-06-29T21:24:13.589Z,"16km E of Little Lake, CA",earthquake,0.26,0.8,0.025,3,reviewed,ci,ci
2020-06-27T13:59:13.420Z,38.1663,-118.0055,7.5,1.5,ml,16,178.79,0.041,0.28,nn,nn00754507,2020-06-27T14:05:26.590Z,"26 km SSE of Mina, Nevada",earthquake,,2,,,automatic,nn,nn
2020-06-27T13:57:41.092Z,61.471,-144.9928,21,0.7,ml,,,,0.33,ak,ak020889a27j,2020-07-07T22:26:36.740Z,"22 km SSE of Tonsina, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2020-06-27T13:56:54.670Z,35.6691667,-117.4706667,7.49,0.48,ml,17,109,0.08277,0.18,ci,ci37449237,2020-06-29T04:34:11.114Z,"12km SSW of Searles Valley, CA",earthquake,0.33,1.16,0.13,6,reviewed,ci,ci
2020-06-27T13:56:15.890Z,36.1483333,-117.9563333,5.59,0.03,ml,5,168,0.08769,0.31,ci,ci37449229,2020-06-29T04:19:55.976Z,"12km N of Coso Junction, CA",earthquake,1.51,3.07,,1,reviewed,ci,ci
2020-06-27T13:55:30.700Z,36.4546667,-118.0016667,6.28,1.36,ml,22,85,0.06499,0.18,ci,ci39269895,2020-06-29T04:14:29.071Z,"16km SSE of Lone Pine, CA",earthquake,0.28,0.78,0.252,14,reviewed,ci,ci
2020-06-27T13:46:58.560Z,38.1815,-117.7597,8.5,1,ml,12,107.02,0.059,0.18,nn,nn00754505,2020-06-27T14:00:44.419Z,"38 km SE of Mina, Nevada",earthquake,,6,,,automatic,nn,nn
2020-06-27T13:46:45.110Z,36.4308333,-117.9446667,7.97,1.4,ml,29,57,0.1096,0.2,ci,ci39269887,2020-06-29T04:27:59.073Z,"17km NNE of Olancha, CA",earthquake,0.26,0.73,0.132,19,reviewed,ci,ci
2020-06-27T13:46:28.860Z,36.4761667,-117.9628333,8.78,0.79,ml,12,128,0.1013,0.12,ci,ci37449245,2020-06-29T04:31:45.094Z,"16km SE of Lone Pine, CA",earthquake,0.26,0.52,0.152,8,reviewed,ci,ci
2020-06-27T13:41:17.020Z,36.447,-117.9991667,5.29,1.51,ml,10,152,0.06569,0.1,ci,ci39269879,2020-06-29T21:20:44.935Z,"17km SSE of Lone Pine, CA",earthquake,0.49,0.81,0.144,9,reviewed,ci,ci
2020-06-27T13:40:07.844Z,55.3569,-162.0119,23.6,1.4,ml,,,,0.27,ak,ak0208896clj,2020-07-07T22:26:34.421Z,"38 km NNE of King Cove, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-06-27T13:39:52.674Z,61.8306,-151.9038,107.4,2.6,ml,,,,0.65,ak,ak020889685p,2020-07-07T22:26:32.952Z,"31 km SW of Skwentna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-27T13:39:50.360Z,38.1615,-117.9572,9.8,0.9,ml,11,97.97,0.018,0.03,nn,nn00754504,2020-06-27T13:48:04.639Z,"28 km SSE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-06-27T13:39:47.287Z,65.3904,-153.4329,0.1,1.4,ml,,,,0.69,ak,ak02088967tl,2020-06-27T13:46:06.722Z,"67 km WNW of Tanana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-06-27T13:39:10.190Z,55.3618333,-161.9601667,29.13,-0.11,ml,7,125,0.06118,0.09,av,av70905044,2020-06-29T19:35:24.460Z,"40 km NE of King Cove, Alaska",earthquake,0.69,1.03,0.244,7,reviewed,av,av
2020-06-27T13:37:57.560Z,36.4591667,-117.9771667,5.67,0.91,ml,2,280,0.1673,0.07,ci,ci39269871,2020-06-29T21:18:24.060Z,"16km SSE of Lone Pine, CA",earthquake,1.11,31.61,0.084,1,reviewed,ci,ci
2020-06-27T13:37:57.521Z,38.1491,-117.9478,10.6,2.6,ml,18,45.55,0.014,0.1514,nn,nn00754501,2020-06-28T02:20:20.420Z,"30 km SSE of Mina, Nevada",earthquake,,0.7,0.37,4,reviewed,nn,nn
2020-06-27T13:37:09.260Z,38.1663,-117.9447,13.5,1.2,ml,11,98.29,0.019,0.09,nn,nn00754500,2020-06-27T13:40:27.239Z,"28 km SSE of Mina, Nevada",earthquake,,1.6,,,automatic,nn,nn
2020-06-27T13:35:52.490Z,35.713,-118.0695,0.39,1.47,ml,30,48,0.1418,0.15,ci,ci39269855,2020-06-29T16:42:16.212Z,"24km WNW of Inyokern, CA",earthquake,0.19,0.33,0.23,28,reviewed,ci,ci
2020-06-27T13:34:50.326Z,61.6349,-150.3454,58.8,0.9,ml,,,,0.6,ak,ak02088953wq,2020-07-07T22:26:35.563Z,"13 km NE of Susitna, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2020-06-27T13:32:05.232Z,63.0112,-150.9779,122.2,1.8,ml,,,,0.36,ak,ak0208894mja,2020-07-07T22:26:31.742Z,"58 km N of Petersville, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-06-27T13:29:56.192Z,62.8964,-150.7497,93.9,1.5,ml,,,,0.37,ak,ak02088943cl,2020-07-07T22:26:30.443Z,"44 km N of Petersville, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-06-27T13:28:38.100Z,33.144,-116.4896667,10.75,0.59,ml,27,112,0.07931,0.15,ci,ci39269847,2020-07-01T20:23:16.564Z,"13km NE of Julian, CA",earthquake,0.26,0.39,0.143,7,reviewed,ci,ci
2020-06-27T13:21:30.380Z,58.3026667,-154.9755,2.4,-0.92,ml,5,211,0.04675,0.08,av,av70905064,2020-06-29T19:53:03.680Z,"87 km NNW of Karluk, Alaska",earthquake,1.04,0.63,0.183,5,reviewed,av,av
2020-06-27T13:21:28.812Z,61.9603,-138.8762,6.6,1.3,ml,,,,0.66,ak,ak0208892bju,2020-07-07T22:26:29.303Z,"141 km SE of Alcan Border, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-27T13:19:23.670Z,17.9893,-66.7633,5,2.47,md,11,199,0.1168,0.16,pr,pr2020179009,2020-06-27T14:02:17.398Z,"3 km S of Magas Arriba, Puerto Rico",earthquake,0.73,0.3,0.25,8,reviewed,pr,pr
2020-06-27T13:19:09.240Z,53.8645,-166.7618333,7.25,1.25,ml,8,95,0.04876,0.08,av,av62188161,2020-06-29T19:27:19.470Z,"14 km W of Dutch Harbor, Alaska",earthquake,0.28,0.34,0.35,4,reviewed,av,av
2020-06-27T13:13:00.770Z,34.1971667,-117.5713333,9.5,0.93,ml,18,75,0.07856,0.11,ci,ci39269839,2020-06-28T01:02:27.560Z,"8km N of Rancho Cucamonga, CA",earthquake,0.24,0.37,0.182,3,reviewed,ci,ci
2020-06-27T13:12:47.120Z,33.5183333,-116.5251667,10.61,0.69,ml,25,53,0.03937,0.11,ci,ci39269831,2020-07-01T18:59:37.953Z,"14km ESE of Anza, CA",earthquake,0.18,0.27,0.105,11,reviewed,ci,ci
2020-06-27T13:11:32.620Z,38.0372,-118.4095,4.4,1.8,ml,20,90.73,0.231,0.06,nn,nn00754498,2020-06-27T13:38:46.458Z,"24 km NNE of Benton, California",earthquake,,1.3,,,automatic,nn,nn
2020-06-27T13:09:35.960Z,56.9096667,-158.202,14.63,1.03,ml,5,123,0.0226,0.32,av,av62188156,2020-06-29T19:05:39.980Z,"26 km E of Port Heiden, Alaska",earthquake,1.72,1.73,0.049,4,reviewed,av,av
2020-06-27T13:05:51.186Z,37.6319,-105.5027,4.09,1.1,ml,,122,0.113,0.1,us,us7000adft,2020-06-28T06:05:21.040Z,"21 km N of Blanca, Colorado",earthquake,2,6.8,0.105,12,reviewed,us,us
2020-06-27T12:47:00.750Z,38.1432,-118.031,2.1,0.6,ml,12,150.38,0.032,0.04,nn,nn00754497,2020-06-27T13:12:24.054Z,"28 km SSE of Mina, Nevada",earthquake,,8.6,,,automatic,nn,nn
2020-06-27T12:44:32.710Z,35.9063333,-117.7283333,4.7,0.29,ml,19,50,0.07565,0.08,ci,ci39269783,2020-06-29T19:57:17.982Z,"16km ESE of Little Lake, CA",earthquake,0.12,0.25,0.277,4,reviewed,ci,ci
2020-06-27T12:41:42.250Z,38.1283,-118.012,1.8,0.6,ml,11,176.34,0.042,0.05,nn,nn00754496,2020-06-27T12:48:44.303Z,"30 km SSE of Mina, Nevada",earthquake,,9.4,,,automatic,nn,nn
2020-06-27T12:38:27.630Z,33.597,-116.8098333,6.42,0.31,ml,25,77,0.03831,0.13,ci,ci39269775,2020-07-01T18:45:14.233Z,"14km WNW of Anza, CA",earthquake,0.2,0.51,0.155,6,reviewed,ci,ci
2020-06-27T12:38:07.540Z,38.1993,-117.7402,10.2,1.4,ml,16,108.01,0.063,0.1,nn,nn00754493,2020-06-27T12:43:46.416Z,"38 km ESE of Mina, Nevada",earthquake,,2.2,,,automatic,nn,nn
2020-06-27T12:33:24.570Z,36.0655,-117.8451667,3.25,0.44,ml,11,127,0.05256,0.12,ci,ci37449525,2020-07-01T18:37:56.193Z,"10km ENE of Coso Junction, CA",earthquake,0.26,0.64,0.131,5,reviewed,ci,ci
2020-06-27T12:32:36.500Z,36.4463333,-117.999,5.44,1.49,ml,26,78,0.06576,0.21,ci,ci39269767,2020-07-01T18:33:49.172Z,"17km SSE of Lone Pine, CA",earthquake,0.32,0.69,0.213,16,reviewed,ci,ci
2020-06-27T12:31:56.440Z,19.2228336334229,-155.425506591797,30.6700000762939,1.97,ml,49,131,,0.119999997,hv,hv72018057,2020-06-27T12:37:29.210Z,"6 km ENE of P?hala, Hawaii",earthquake,0.6,0.819999993,0.05,3,automatic,hv,hv
2020-06-27T12:31:51.020Z,37.6036667,-118.8665,5.98,0.52,md,9,263,0.01556,0.02,nc,nc73417746,2020-06-27T17:31:03.770Z,"11km ESE of Mammoth Lakes, CA",earthquake,1.11,31.61,0.189,6,reviewed,nc,nc
2020-06-27T12:30:42.020Z,37.6128333,-118.8611667,6.27,0.39,md,9,282,0.00631,0.02,nc,nc73417741,2020-06-27T16:45:04.930Z,"11km ESE of Mammoth Lakes, CA",earthquake,2.19,0.79,0.045,7,reviewed,nc,nc
2020-06-27T12:29:13.460Z,37.6061667,-118.8636667,6.12,0.38,md,9,270,0.01282,0.02,nc,nc73417736,2020-06-27T16:40:06.895Z,"11km ESE of Mammoth Lakes, CA",earthquake,1.81,0.74,0.065,6,reviewed,nc,nc
2020-06-27T12:28:28.645Z,53.8956,-163.8053,50.5,2.3,ml,,,,0.63,ak,ak020888idu1,2020-07-15T23:01:56.693Z,"109 km SSW of False Pass, Alaska",earthquake,,12.6,,,reviewed,ak,ak
2020-06-27T12:28:02.020Z,35.5948333,-117.425,6.09,0.76,ml,25,94,0.03144,0.14,ci,ci39269759,2020-07-01T18:25:29.519Z,"19km SSW of Trona, CA",earthquake,0.23,0.45,0.196,7,reviewed,ci,ci
2020-06-27T12:27:19.000Z,33.6015,-116.8103333,6.07,0.36,ml,25,83,0.03937,0.11,ci,ci39269751,2020-06-28T01:29:01.490Z,"14km WNW of Anza, CA",earthquake,0.18,0.39,0.156,7,reviewed,ci,ci
2020-06-27T12:26:20.710Z,18.0193,-66.7558,13,2.7,md,22,129,0.1311,0.12,pr,pr2020179008,2020-06-27T13:03:36.402Z,"1 km E of Magas Arriba, Puerto Rico",earthquake,0.34,0.2,0.23,19,reviewed,pr,pr
